Country Code,Hostname,Continent
Romania,ro-buh-wg-socks5-002.relays.mullvad.net,Europe
Serbia,rs-beg-wg-socks5-101.relays.mullvad.net,Europe
Serbia,rs-beg-wg-socks5-102.relays.mullvad.net,Europe
Singapore,sg-sin-wg-socks5-001.relays.mullvad.net,Asia
Singapore,sg-sin-wg-socks5-002.relays.mullvad.net,Asia
Singapore,sg-sin-wg-socks5-003.relays.mullvad.net,Asia
Singapore,sg-sin-wg-socks5-101.relays.mullvad.net,Asia
Singapore,sg-sin-wg-socks5-102.relays.mullvad.net,Asia
Slovakia,sk-bts-wg-socks5-001.relays.mullvad.net,Europe
Slovakia,sk-bts-wg-socks5-002.relays.mullvad.net,Europe
Slovenia,si-lju-wg-socks5-001.relays.mullvad.net,Europe
Slovenia,si-lju-wg-socks5-002.relays.mullvad.net,Europe
South Africa,za-jnb-wg-socks5-001.relays.mullvad.net,Africa
South Africa,za-jnb-wg-socks5-002.relays.mullvad.net,Africa
Spain,es-bcn-wg-socks5-001.relays.mullvad.net,Europe
Spain,es-bcn-wg-socks5-002.relays.mullvad.net,Europe
Spain,es-bcn-wg-socks5-101.relays.mullvad.net,Europe
Spain,es-bcn-wg-socks5-102.relays.mullvad.net,Europe
Spain,es-mad-wg-socks5-101.relays.mullvad.net,Europe
Spain,es-mad-wg-socks5-102.relays.mullvad.net,Europe
Spain,es-mad-wg-socks5-201.relays.mullvad.net,Europe
Spain,es-mad-wg-socks5-202.relays.mullvad.net,Europe
Spain,es-vlc-wg-socks5-002.relays.mullvad.net,Europe
Sweden,se-got-wg-socks5-001.relays.mullvad.net,Europe
Sweden,se-got-wg-socks5-002.relays.mullvad.net,Europe
Sweden,se-got-wg-socks5-003.relays.mullvad.net,Europe
Sweden,se-got-wg-socks5-004.relays.mullvad.net,Europe
Sweden,se-got-wg-socks5-005.relays.mullvad.net,Europe
Sweden,se-got-wg-socks5-006.relays.mullvad.net,Europe
Sweden,se-got-wg-socks5-007.relays.mullvad.net,Europe
Sweden,se-got-wg-socks5-008.relays.mullvad.net,Europe
Sweden,se-got-wg-socks5-101.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-001.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-002.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-003.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-004.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-005.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-011.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-012.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-101.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-102.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-103.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-111.relays.mullvad.net,Europe
Sweden,se-mma-wg-socks5-112.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-001.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-002.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-003.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-004.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-005.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-006.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-007.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-008.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-009.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-010.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-011.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-013.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-014.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-201.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-202.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-203.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-204.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-205.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-206.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-207.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-208.relays.mullvad.net,Europe
Sweden,se-sto-wg-socks5-209.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-001.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-002.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-003.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-004.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-005.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-006.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-201.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-202.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-401.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-402.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-403.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-404.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-501.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-502.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-503.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-504.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-505.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-506.relays.mullvad.net,Europe
Switzerland,ch-zrh-wg-socks5-507.relays.mullvad.net,Europe
Thailand,th-bkk-wg-socks5-001.relays.mullvad.net,Asia
Thailand,th-bkk-wg-socks5-002.relays.mullvad.net,Asia
Turkey,tr-ist-wg-socks5-001.relays.mullvad.net,Asia
Turkey,tr-ist-wg-socks5-002.relays.mullvad.net,Asia
United Kingdom,gb-glw-wg-socks5-001.relays.mullvad.net,Europe
United Kingdom,gb-glw-wg-socks5-002.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-001.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-002.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-003.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-004.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-005.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-006.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-007.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-008.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-201.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-202.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-203.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-204.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-301.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-302.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-303.relays.mullvad.net,Europe
United Kingdom,gb-lon-wg-socks5-304.relays.mullvad.net,Europe
United Kingdom,gb-mnc-wg-socks5-001.relays.mullvad.net,Europe
United Kingdom,gb-mnc-wg-socks5-002.relays.mullvad.net,Europe
United Kingdom,gb-mnc-wg-socks5-003.relays.mullvad.net,Europe
United Kingdom,gb-mnc-wg-socks5-004.relays.mullvad.net,Europe
United Kingdom,gb-mnc-wg-socks5-005.relays.mullvad.net,Europe
United Kingdom,gb-mnc-wg-socks5-006.relays.mullvad.net,Europe
United Kingdom,gb-mnc-wg-socks5-007.relays.mullvad.net,Europe
United Kingdom,gb-mnc-wg-socks5-008.relays.mullvad.net,Europe
Ukraine,ua-iev-wg-socks5-001.relays.mullvad.net,Europe
Ukraine,ua-iev-wg-socks5-002.relays.mullvad.net,Europe
United States,us-qas-wg-socks5-001.relays.mullvad.net,North America
United States,us-qas-wg-socks5-002.relays.mullvad.net,North America
United States,us-qas-wg-socks5-003.relays.mullvad.net,North America
United States,us-qas-wg-socks5-004.relays.mullvad.net,North America
United States,us-qas-wg-socks5-101.relays.mullvad.net,North America
United States,us-qas-wg-socks5-102.relays.mullvad.net,North America
United States,us-qas-wg-socks5-103.relays.mullvad.net,North America
United States,us-atl-wg-socks5-001.relays.mullvad.net,North America
United States,us-atl-wg-socks5-002.relays.mullvad.net,North America
United States,us-atl-wg-socks5-201.relays.mullvad.net,North America
United States,us-atl-wg-socks5-202.relays.mullvad.net,North America
United States,us-atl-wg-socks5-203.relays.mullvad.net,North America
United States,us-atl-wg-socks5-204.relays.mullvad.net,North America
United States,us-atl-wg-socks5-301.relays.mullvad.net,North America
United States,us-atl-wg-socks5-302.relays.mullvad.net,North America
United States,us-atl-wg-socks5-303.relays.mullvad.net,North America
United States,us-atl-wg-socks5-304.relays.mullvad.net,North America
United States,us-atl-wg-socks5-305.relays.mullvad.net,North America
United States,us-atl-wg-socks5-306.relays.mullvad.net,North America
United States,us-bos-wg-socks5-001.relays.mullvad.net,North America
United States,us-bos-wg-socks5-002.relays.mullvad.net,North America
United States,us-bos-wg-socks5-101.relays.mullvad.net,North America
United States,us-bos-wg-socks5-102.relays.mullvad.net,North America
United States,us-chi-wg-socks5-201.relays.mullvad.net,North America
United States,us-chi-wg-socks5-202.relays.mullvad.net,North America
United States,us-chi-wg-socks5-203.relays.mullvad.net,North America
United States,us-chi-wg-socks5-301.relays.mullvad.net,North America
United States,us-chi-wg-socks5-302.relays.mullvad.net,North America
United States,us-chi-wg-socks5-303.relays.mullvad.net,North America
United States,us-chi-wg-socks5-304.relays.mullvad.net,North America
United States,us-chi-wg-socks5-305.relays.mullvad.net,North America
United States,us-chi-wg-socks5-306.relays.mullvad.net,North America
United States,us-chi-wg-socks5-307.relays.mullvad.net,North America
United States,us-chi-wg-socks5-308.relays.mullvad.net,North America
United States,us-dal-wg-socks5-001.relays.mullvad.net,North America
United States,us-dal-wg-socks5-002.relays.mullvad.net,North America
United States,us-dal-wg-socks5-003.relays.mullvad.net,North America
United States,us-dal-wg-socks5-301.relays.mullvad.net,North America
United States,us-dal-wg-socks5-302.relays.mullvad.net,North America
United States,us-dal-wg-socks5-303.relays.mullvad.net,North America
United States,us-dal-wg-socks5-401.relays.mullvad.net,North America
United States,us-dal-wg-socks5-402.relays.mullvad.net,North America
United States,us-dal-wg-socks5-403.relays.mullvad.net,North America
United States,us-dal-wg-socks5-502.relays.mullvad.net,North America
United States,us-dal-wg-socks5-503.relays.mullvad.net,North America
United States,us-dal-wg-socks5-504.relays.mullvad.net,North America
United States,us-dal-wg-socks5-505.relays.mullvad.net,North America
United States,us-dal-wg-socks5-506.relays.mullvad.net,North America
United States,us-dal-wg-socks5-507.relays.mullvad.net,North America
United States,us-den-wg-socks5-101.relays.mullvad.net,North America
United States,us-den-wg-socks5-102.relays.mullvad.net,North America
United States,us-den-wg-socks5-103.relays.mullvad.net,North America
United States,us-den-wg-socks5-201.relays.mullvad.net,North America
United States,us-den-wg-socks5-202.relays.mullvad.net,North America
United States,us-den-wg-socks5-203.relays.mullvad.net,North America
United States,us-den-wg-socks5-204.relays.mullvad.net,North America
United States,us-den-wg-socks5-205.relays.mullvad.net,North America
United States,us-den-wg-socks5-206.relays.mullvad.net,North America
United States,us-den-wg-socks5-207.relays.mullvad.net,North America
United States,us-den-wg-socks5-208.relays.mullvad.net,North America
United States,us-det-wg-socks5-001.relays.mullvad.net,North America
United States,us-det-wg-socks5-002.relays.mullvad.net,North America
United States,us-hou-wg-socks5-001.relays.mullvad.net,North America
United States,us-hou-wg-socks5-002.relays.mullvad.net,North America
United States,us-hou-wg-socks5-003.relays.mullvad.net,North America
United States,us-hou-wg-socks5-004.relays.mullvad.net,North America
United States,us-lax-wg-socks5-101.relays.mullvad.net,North America
United States,us-lax-wg-socks5-102.relays.mullvad.net,North America
United States,us-lax-wg-socks5-103.relays.mullvad.net,North America
United States,us-lax-wg-socks5-201.relays.mullvad.net,North America
United States,us-lax-wg-socks5-202.relays.mullvad.net,North America
United States,us-lax-wg-socks5-203.relays.mullvad.net,North America
United States,us-lax-wg-socks5-402.relays.mullvad.net,North America
United States,us-lax-wg-socks5-403.relays.mullvad.net,North America
United States,us-lax-wg-socks5-404.relays.mullvad.net,North America
United States,us-lax-wg-socks5-405.relays.mullvad.net,North America
United States,us-lax-wg-socks5-406.relays.mullvad.net,North America
United States,us-lax-wg-socks5-407.relays.mullvad.net,North America
United States,us-lax-wg-socks5-408.relays.mullvad.net,North America
United States,us-lax-wg-socks5-409.relays.mullvad.net,North America
United States,us-txc-wg-socks5-001.relays.mullvad.net,North America
United States,us-txc-wg-socks5-002.relays.mullvad.net,North America
United States,us-mia-wg-socks5-001.relays.mullvad.net,North America
United States,us-mia-wg-socks5-002.relays.mullvad.net,North America
United States,us-mia-wg-socks5-003.relays.mullvad.net,North America
United States,us-mia-wg-socks5-101.relays.mullvad.net,North America
United States,us-mia-wg-socks5-102.relays.mullvad.net,North America
United States,us-mia-wg-socks5-103.relays.mullvad.net,North America
United States,us-mia-wg-socks5-301.relays.mullvad.net,North America
United States,us-mia-wg-socks5-302.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-301.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-302.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-303.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-401.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-402.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-403.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-404.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-405.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-406.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-501.relays.mullvad.net,North America
United States,us-nyc-wg-socks5-502.relays.mullvad.net,North America
